2456,9389,3515
7872,37,9006
6590,73,881
4887,618,8614
3788,793,7268
9966,5873,4174
83,933,8367
3613,9211,3439
1666,889,6023
4195,7614,9028
6259,7131,8199
7153,3475,6807
9535,7766,7923
3921,2797,5376
9483,4923,326
4817,9023,4212
8363,3604,4337
4698,4879,2097
7779,1322,2227
2684,5405,9267
2304,4808,3527
9976,9825,8281
6404,7348,3978
2343,6075,1991
4184,9086,4818
7295,6455,5395
4842,8498,490
3009,9154,2471
7210,7856,4664
3653,5134,3223
8739,9987,8164
7225,5766,5279
3049,6699,9425
5130,8331,5285
8426,736,3864
1607,5316,9653
7058,1939,2713
8651,3969,1016
7593,177,5701
6495,7823,1045
8183,6814,4604
2665,4171,121
2099,4291,4325
1801,1984,4159
9540,709,9702
8800,7263,9036
8131,4627,7835
6853,6754,868
86,2510,8013
4954,3075,4352
4092,1181,290
6660,7150,8184
7355,1215,3075
4697,8375,8904
1189,6678,3004
9706,7569,3593
8755,7284,4949
124,6103,1470
8263,432,4796
8343,5007,7399
9113,8489,2882
3170,7331,1406
8093,2388,312
1404,1226,3013
2741,7579,1042
8770,4612,2248
2527,7938,4630
2946,5436,1812
5145,5009,236
9604,3510,7750
564,9756,5465
3262,9670,9095
6702,400,9035
5169,7093,5062
6940,586,8193
648,2924,5529
1026,9299,9574
3869,6525,1241
8414,7791,6085
5426,2823,7187
905,6673,1153
2573,4202,8017
1228,129,4182
6926,6877,7123
8214,1616,6876
4076,752,6593
8200,3022,1882
6960,3335,975
3596,4590,542
113,6960,1526
7514,9026,7705
6890,4072,143
2717,5848,647
2547,9649,4875
4008,1389,256
5278,3231,8720
8630,6155,2073
5237,8463,7170
3913,4731,5271
2709,3537,5790
2014,2368,4985
7604,5194,7542
559,756,1561
4406,5868,6546
2257,5964,5231
9285,5654,7012
5544,4186,2536
5178,1331,6881
4181,9501,6318
4773,6274,1586
4441,58,2786
5236,8153,9742
7648,7337,3689
1153,2271,8719
4479,7665,7180
7685,7718,8414
9788,3831,5932
3213,8327,2578
7930,216,8945
453,6027,6818
465,4920,1595
9129,2128,8198
638,6100,7903
2790,9387,6731
3541,536,7427
5477,9236,986
9457,1996,7191
2906,5231,2030
6554,6198,3762
5165,2502,7487
836,870,1544
9852,8252,3439
2716,2043,6796
6072,8139,7282
6823,2292,7390
9796,765,5954
1598,2207,9780
4067,3418,2194
4324,6128,692
8507,1135,3332
8969,1374,716
9428,2442,7858
127,8496,4843
582,3510,3681
1096,6961,4498
5858,7311,8855
9952,27,9502
9335,7571,7912
7802,4929,5440
4296,1449,1941
2806,4353,8572
3415,2088,1169
7117,1822,2360
3520,5185,3851
1793,6017,9209
8279,9489,7479
8315,4374,2321
5012,4696,7111
7907,2125,4570
5229,7687,3417
5180,7736,4890
7224,4102,6380
8331,3552,9267
7332,3115,1331
4721,4271,6497
8093,3236,4392
2375,1241,5175
1955,8324,5874
176,915,3543
8023,8495,6617
9037,2472,3779
3464,3791,189
8345,4787,9179
7382,6977,8263
1180,6029,6687
6645,6649,2264
9739,359,3448
4026,4454,6564
8237,6521,2954
4095,1315,218
4316,714,661
2712,9616,1352
8969,2900,6105
9023,4585,294
7932,1308,2912
9218,5695,8289
6734,1094,3604
6266,7304,4640
268,9469,8591
5660,3594,5023
5147,9482,1765
6147,419,3390
200,9901,3116
1729,6394,6917
2076,3957,3382
6423,473,8486
3110,2183,2243
8572,4689,6434
5195,8061,3710
6240,7711,7023
6355,7462,1267
8651,5055,456
589,3789,2352
8859,4652,7352
8257,9160,5734
2087,804,1756
6717,2670,8056
4844,9694,6654
5991,9398,1174
871,591,7763
6384,7928,7995
4441,2735,9058
8093,8445,9205
6090,3386,4101
5870,9949,4882
8524,4204,5695
714,2734,7583
316,344,1555
96,2607,9594
185,459,7217
2852,8649,6695
5848,820,4492
3476,1889,2403
2583,1183,73
1819,2913,5972
8565,9711,4821
2097,6577,7708
2803,5859,3045
7962,1984,6896
2884,5886,7006
3488,4190,2880
1367,8008,7798
8995,9507,5268
893,8758,9161
1169,9597,6023
2001,6244,8082
5183,5416,4058
2498,2013,5613
4221,9406,5667
9512,6416,2256
567,6746,6776
8692,5959,4128
855,5011,8029
4145,2357,5547
2586,4487,3453
2682,1457,3210
2817,6713,6291
7831,4123,9670
3379,7104,450
4569,6246,2574
69,5704,9513
5665,3927,8166
6574,840,7159
1382,3988,4027
8202,9085,385
4133,4567,4309
8559,80,6975
4750,5025,8857
5848,8816,7361
8098,9348,8635
6535,8086,4482
3935,2375,7959
3457,3767,1080
4947,5788,9904
493,2901,7959
8888,8850,5048
2949,5522,4740
6694,1299,1942
4908,2095,436
1236,1242,2181
1305,9017,7995
2292,4333,9770
9319,9663,8650
8349,1401,3317
4188,9224,7196
7523,7696,7265
1470,595,8441
8900,3267,1026
2399,5315,185
4719,7523,7511
3172,4239,6612
5077,2853,6397
2279,9916,4859
286,5991,2283
3334,499,57
9136,500,4345
8394,7162,2443
1290,8055,336
978,5974,441
1034,6060,4556
315,8093,1873
5905,8313,8613
346,8676,9591
5850,2953,1672
6571,453,2227
3968,5464,7948
2251,2970,6680
1113,3341,7522
6164,7177,3683
4903,659,4000
8855,842,1486
1945,1462,9090
3516,3883,6637
4205,7647,4680
9187,4593,4185
8031,4211,3265
7228,689,4308
7771,4941,3216
5446,8782,4468
5380,8523,408
1667,4183,4656
9902,8977,3424
7655,69,6881
3485,5779,8237
9188,6281,6926
685,9239,5661
3866,9305,2698
1875,4610,4512
9935,8949,2029
5954,8283,4916
5087,2047,8588
709,4219,842
5255,853,3672
9629,1629,8365
7999,8134,4089
5009,7854,2239
1097,5059,141
284,2486,885
8315,8653,2657
8955,9923,4578
8012,2302,9697
942,1907,6316
2586,1589,5525
4285,1181,4047
1779,1793,8085
4494,4883,9573
1064,860,8945
9685,9647,462
7779,3787,9473
6085,6583,4181
5646,7523,2476
4085,358,9706
6682,6866,7940
1408,3999,7659
6346,8335,6630
1116,2042,3401
9510,6409,1005
4920,2996,295
8212,9187,6502
1418,8730,1773
4598,7833,1634
7688,1887,6638
1217,8423,5719
2041,9482,8241
9112,5556,4563
9377,8108,5361
6545,9753,165
5936,7636,9527
8663,6381,3457
7392,6627,8374
6968,953,9696
7722,4433,6597
9976,5964,392
6761,3916,7575
9154,1579,7621
6235,8539,6872
7640,1446,6670
7268,6677,9487
3664,1644,2013
9915,1033,5144
1165,6498,2272
8109,4251,1787
1954,1135,3068
9220,1902,7555
7519,2318,6160
2034,2362,1973
4120,5113,2383
3518,3718,6717
7866,6409,6693
8669,2794,5797
9185,1264,3961
6579,2838,3101
8714,8610,902
4281,4654,7193
9079,7594,899
4820,599,9162
7818,9334,268
8792,1795,9149
4012,3545,7303
5490,7526,4860
4146,2847,1564
5882,1627,6300
5902,1548,6049
5554,2467,1415
3267,2144,3974
3394,2828,4060
1803,9624,298
8497,1517,5177
7210,7718,1445
3851,5297,9264
7017,9342,8937
9614,2830,5884
4518,2753,7212
3999,7364,2847
7117,4141,4911
6605,4592,6879
8399,505,9425
6303,8750,3466
4445,5855,8102
1055,7348,4215
8924,868,16
2086,1971,1668
7100,9642,207
392,2867,1242
5159,4477,1415
7920,1622,5651
9882,2532,5022
1329,2876,7764
3705,3222,7569
6480,5949,8155
462,8945,8283
4613,576,2282
3285,1958,9178
2870,2346,8947
7113,1233,2367
7599,2069,5331
2699,262,7142
4327,431,3239
7984,9609,7808
4569,6205,4446
1138,1214,3414
5758,7155,980
3309,5628,6370
8872,8634,4726
6618,7606,3440
1095,2526,4299
8348,5978,4771
1323,8137,9658
1108,4879,3890
7940,822,2278
5205,7150,6522
4796,8224,6177
6232,8984,6124
1313,6798,2079
5730,4893,2900
230,1646,2626
8586,8212,6319
3786,8177,8358
8439,9409,963
8733,9045,6601
817,3762,8557
7363,375,6441
8449,8014,749
1075,7103,2380
4573,8653,2070
3743,7339,7638
1845,4756,4598
798,4162,2693
5018,794,1012
8674,7600,708
5438,8282,5235
5504,3209,5539
4238,2985,9404
2441,8935,2697
5594,4963,659
1575,1209,7137
1461,6347,794
5745,8742,1533
6602,6226,5154
8428,9380,4415
7069,3818,2992
4013,9088,4020
700,5584,7460
6560,5030,3271
5674,2639,3923
6312,68,7698
7647,7814,3075
8152,4226,2463
2079,4101,1226
7218,1292,5359
6795,2974,7167
9538,5840,4613
2093,2228,9244
3919,6492,4546
9186,3531,2521
729,3997,752
2517,4304,7661
1554,5164,9682
9727,6560,2147
1098,7703,475
7438,9480,3228
5457,5563,8672
4049,9718,5630
4929,7388,4708
3722,2723,9940
6953,1993,4442
7372,911,1656
9735,2038,746
8194,6445,1990
3274,535,7441
7940,1119,2777
970,2013,6492
9987,8136,1943
6885,8775,5122
8127,7554,4706
5207,9233,406
6317,6502,5747
4041,3635,4489
7135,1904,8778
8732,362,3471
5296,2284,4422
3989,8932,1626
8768,53,7981
9006,4583,1909
6731,2120,5418
1247,2104,2994
9180,3941,8827
6114,3848,6321
6937,8156,2298
5066,1768,7428
4305,83,7329
2352,7040,2366
5345,4267,8219
9454,5868,2374
5300,1114,9279
1450,9378,93
7201,9289,1866
9082,5092,1874
2861,5084,8846
7634,9262,9836
1263,9784,2910
2380,670,2017
7030,2352,7220
1090,5184,4556
7285,9172,5987
3784,8102,7498
233,8065,9071
734,4014,8377
351,1961,4375
1726,2246,497
3437,728,5188
2524,3269,4620
7691,6547,7517
1982,2419,5747
9684,4899,2826
8620,1142,4932
9413,2396,1908
7294,264,7190
1500,6839,4094
2620,8522,3355
1878,1276,3403
1748,5130,3029
1961,5256,8205
5755,472,5980
4544,8016,7163
6263,9120,771
7508,9969,2880
5909,5175,6266
3903,5653,5097
8167,9878,6366
4506,7015,6208
7478,7836,7555
566,1367,3631
5108,9830,9051
8267,9855,9583
6672,8361,8011
1036,4027,31
2291,5723,7896
4214,9655,952
7312,7001,7581
5947,4019,2507
4533,6186,4069
2517,5754,2124
9717,796,5140
4972,9016,7179
1386,7798,3301
9714,6308,7649
7577,8011,3023
2297,8138,5316
6922,8775,377
9406,254,4848
241,8913,8874
5959,2956,7354
1180,6399,1572
8034,2267,4594
5431,9132,1457
9159,5011,6106
6,4179,9745
6764,8952,6143
2383,9127,7015
9985,8069,7646
8108,3738,9929
3872,1242,3051
6606,5373,4957
757,8327,2006
9358,3068,8890
3504,1464,390
1871,4149,773
4982,440,3927
6274,6448,8458
9490,6546,1640
5081,6189,2350
4620,3794,8524
8745,9818,6545
3621,961,6975
6723,7612,4209
5230,166,3662
3588,7449,9581
2406,1045,7918
6688,6688,1714
8049,6848,2184
7598,9202,7175
1902,2469,1627
8302,4552,1866
6937,5032,9539
5292,2052,8012
3624,824,6524
1040,7063,5880
418,1344,7555
5529,6128,2270
9194,266,4902
9444,1342,768
18,9525,2069
7335,8235,1153
7882,4386,874
1751,205,4099
2566,4452,8110
3319,9690,9114
4689,217,2085
1453,1134,8646
8478,5975,4537
1264,9794,3706
8201,2556,2508
8997,6967,7351
9759,7616,1172
4869,819,9090
8935,633,6074
3890,4274,6721
1021,3978,4992
473,1640,8887
6829,4576,2014
8413,5025,4712
234,5000,4139
5158,7460,5053
9767,6809,7548
7662,6811,6951
407,5949,6500
4435,9715,1656
3255,4859,2216
2882,8918,2750
8396,3571,2802
2427,7539,4757
7975,4996,578
4335,6873,2369
2446,6607,5721
9201,4806,5984
5876,6732,7962
1212,1480,5156
6790,5962,1123
7977,3567,8712
4058,3931,2536
6292,1858,4826
849,7924,9791
5818,3165,3350
9991,4371,9167
8321,6786,6372
1409,1738,1361
7079,6128,4803
1703,272,6903
8861,2696,2847
4758,8287,7965
1349,3038,335
5841,8931,5340
3900,156,7085
6512,6574,1177
7678,1210,5557
9989,4149,4944
6703,3607,9037
6365,4630,3878
267,1369,1637
1452,3424,3089
8490,9797,9966
5459,7719,7731
1800,5673,4003
7090,8305,7919
3646,5539,9383
274,9713,5959
4648,1559,2227
6474,3794,3782
3129,1481,5817
305,3749,2609
8721,6740,4495
6534,3372,427
4449,2572,7245
106,8331,486
8667,5965,3271
329,7505,8093
9512,3771,6002
4924,5532,1117
6346,5885,4160
2851,6095,5923
114,9596,1094
3700,5809,3858
3107,8457,3888
6096,4344,6597
2506,4619,2670
6479,2672,6654
6578,590,3486
6902,1334,401
4795,6870,5128
4376,3967,9176
5424,6690,8159
9105,9043,1956
9955,5280,9221
898,9273,4067
3771,6621,6547
6309,1502,4745
3371,9880,3804
4090,8550,4683
1640,5578,4422
9720,8754,6394
5322,925,9297
6627,7680,2228
5964,2647,4795
3201,5400,5305
7055,5544,2156
3830,5145,4073
6320,238,9628
5945,5044,6467
1526,7438,5213
5069,6513,1542
8842,8679,2085
645,6852,4650
9787,4313,8692
4611,5772,9995
7199,8020,7495
3349,8844,1124
4674,8202,3623
4083,9576,1095
8670,2111,1217
7252,4487,716
3327,5174,2532
4019,6004,4900
6367,6346,9329
3476,7664,8108
42,5618,5790
2804,677,1148
7858,9035,8881
77,9015,1612
9123,5636,5597
1008,7211,6880
2269,7964,2309
106,4870,5203
1227,943,9094
3912,6553,665
3092,7236,9049
6169,5642,3168
4364,8562,8737
7120,1321,5237
3876,6828,320
3813,5302,4348
3704,5238,4432
9392,3046,9559
8978,2889,111
5225,6923,5815
4932,3787,52
3424,8108,9812
3238,8042,800
316,2572,6533
944,7319,2179
9272,3315,5950
7197,2358,7339
8331,3765,9005
439,1826,7870
8411,1330,1927
5700,5565,937
6096,6883,3013
9849,4584,4198
3719,1831,4220
6808,2096,5353
4933,3047,6308
9249,2115,7046
5139,6426,5811
3121,2742,8859
5693,1468,9548
5641,7228,4244
204,922,1466
6151,5910,5475
5448,1567,1162
8370,6855,1705
4596,6408,4006
3460,1587,5790
1704,1445,2901
4168,8385,8759
9745,9815,141
5136,8528,5705
8877,3487,5080
763,6511,7970
103,3662,7704
1428,5800,3607
4433,4626,9749
1617,1163,1167
2458,6317,897
9229,4737,3273
985,8412,1728
3311,7174,7072
3819,3684,557
1322,5766,3697
9713,5897,8316
6334,9645,6169
2693,9738,5950
5993,3063,8680
827,9626,3676
3635,625,3524
4908,1873,3951
9539,9335,4598
4459,2734,9681
80,6272,3096
7066,767,5509
7071,8505,183
9802,8722,661
190,3281,4000
3935,6896,3223
8571,1695,851
7822,28,1305
820,9976,5136
6731,4496,9218
2607,7751,2095
5755,2285,2824
3130,2687,8442
4866,6013,1556
1620,8955,1736
5456,4524,7407
8895,7173,7542
2677,2322,8123
4873,620,407
5544,6903,2224
642,1918,8887
4367,1606,833
1406,2819,5206
5027,1836,1612
9365,5166,8914
6539,9387,4334
3569,4477,1112
5560,8685,5682
9059,6315,1425
8265,7644,9762
5021,2538,4192
7698,2666,8303
3482,2822,1213
1408,5094,4373
5242,2794,8833
3389,9264,8507
9420,6350,3954
8988,9999,7333
4294,267,8667
4723,8662,8772
4728,5114,7300
2300,3677,8292
9227,6938,669
5471,2976,3250
9486,4185,9975
3136,3910,3700
130,3213,4110
4725,2661,9424
5096,7727,8196
7620,7981,2040
1901,8114,8063
1012,8339,3403
8909,3686,1135
9060,709,8800
4443,5247,2195
2818,5129,194
1464,4103,301
9382,2966,6792
652,1885,2552
9483,940,5169
6590,9964,8874
7445,1301,5622
9115,3355,7573
3341,8362,7186
7125,9563,6992
6504,5417,1750
4258,5892,9851
3659,3524,4745
2840,8265,9708
3496,2673,4172
721,133,2113
1364,6385,7955
3279,481,8354
6207,8089,4317
9168,5558,4944
727,2965,7348
5427,823,3815
3850,9908,371
1548,1003,7238
8861,1736,5923
3336,8166,9863
7493,1899,3412
310,8767,4687
699,4331,5052
5292,8138,9653
7542,9340,2021
3229,3525,5606
4923,9356,7849
2629,1779,6247
3152,1943,7688
3334,4868,6609
6830,2450,3252
944,5071,7244
9725,9642,3351
3034,6405,499
4568,1356,3412
3804,3291,3037
2160,2133,9300
5253,6211,3731
3984,6699,5947
4157,5390,8104
8846,288,3351
3991,3063,9875
6731,8552,6289
8564,9690,2995
6975,4385,5883
1306,5654,7795
9740,9064,8440
533,9159,7717
1790,6786,5134
875,5681,796
7827,9891,4629
8057,8630,344
4258,1048,9595
5118,6608,4322
1911,5787,8542
2491,9943,9043
6415,5815,4557
7570,2162,425
7896,3906,6925
5815,7343,1212
9094,9498,8523
939,7645,1041
2030,5980,4184
9172,3827,1793
1516,5910,9138
5765,2774,7060
5520,5275,708
5003,2497,6319
6898,1126,6892
9997,3188,7524
3082,7632,3949
392,8745,3667
6202,4202,9667
3252,9246,3691
2550,2551,3195
3638,8912,886
4842,2577,3721
9269,3655,7683
845,5859,8076
6271,4772,637
5159,7471,5392
4445,6747,7084
1075,5617,4321
617,8970,9254
248,6640,1081
6274,9456,6436
6948,3840,7919
214,8968,8822
2413,2691,9572
5507,9091,361
2823,1941,5339
8570,6359,3751
9395,5690,8843
4359,6628,1411
9830,8277,3850
9560,257,6775
6559,9606,5235
1433,3896,7861
7823,3554,7675
8686,6986,450
1867,552,5400
456,4850,6363
5635,2720,2075
9301,1510,8282
1737,1802,268
1717,3975,6694
272,9929,6972
7646,9216,629
4730,6373,2915
4301,6324,1786
5524,5445,8154
4959,5419,1099
5410,5556,1798
1982,3301,7938
8057,45,5107
7412,447,2779
3923,5487,4283
2334,9995,9154
6016,8374,2969
440,5529,7723
716,9770,3030
7743,3378,6210
5923,9282,1550
4395,2839,3284
6997,2980,7942
6038,4854,8307
4035,4969,4788
4310,5094,6008
7457,1396,2694
2562,3720,1090
1523,5247,3831
7778,530,2964
4072,1510,1190
5537,458,4770
5943,8263,8656
5200,6434,135
9750,8973,493
4454,9036,1952
2549,9340,4977
2490,7430,6764
7564,8360,9574
3454,9161,710
4558,328,6911
2543,9318,811
7610,2863,7228
138,2154,921
8577,3589,8407
7780,4832,3491
2287,6224,9548
4894,62,3127
5205,8936,5033
6526,1798,5276
4711,634,8798
7055,8492,2704
7192,6966,3539
1061,1594,3809
7415,8260,1863
8276,9710,6846
3713,2326,5795
3387,7694,6162
7662,5086,9110
1067,4610,1143
343,1693,2547
82,2036,9422
2387,5117,2337
2404,983,2167
9123,7936,6970
8660,6728,663
6318,2333,8067
5682,8746,3044
3585,4955,1604
2005,8989,1848
668,4312,9068
9652,8003,1170
2615,8520,4919
6220,9843,5737
6012,7595,9598
11,1480,7566
8583,5364,8347
4327,3946,539
4104,1152,8
318,1733,6927
5583,5011,3851
1620,5787,3318
9834,8847,248
8082,1053,5534
9843,7291,2101
6084,8140,4231
2388,3222,6602
6829,7545,7022
8011,7573,2515
3090,3318,1727
3155,3872,8480
6912,8690,5552
6887,1416,972
7259,701,8766
2648,9129,997
396,2774,6406
9923,7895,7188
14,4979,3335
8940,6728,6778
3877,6909,5663
320,290,1316
2667,7682,8836
6502,3279,5091
4379,2941,9307
4058,2754,9406
3985,7228,5121
5443,8709,5063
4256,7225,9949
136,8982,968
8424,7673,5694
1530,1867,1195
2347,5530,2262
2635,5026,9979
3622,4324,8422
7218,2019,5026
9394,8785,7673
5886,8142,4624
2676,3515,5652
5418,4069,4859
2701,9682,6354
3038,2437,1792
249,8409,9181
7403,4,5807
8143,2116,7576
3119,1291,4845
8759,4137,8320
3893,5430,5630
2343,1890,7849
8275,7689,1913
1195,7441,8801
9420,2361,4989
8956,6656,4078
7087,9261,410
8585,9137,8557
2374,586,8646
7647,4756,2796
7332,9170,7648
2539,8319,7968
5195,6295,2356
8163,1547,5666
590,2758,6748
5555,5929,6265
9025,3341,7713
7407,8956,7065
5045,2962,821
5807,1310,1542
4938,7572,1846
523,8547,1277
4407,1740,8465
146,2049,3508
7491,510,8039
304,5445,5123
870,3344,9717
5738,1235,1079
5891,9560,8544
1281,5732,3580
8891,4052,5011
6580,6835,6383
7317,9648,3144
9296,679,8782
5038,5410,6438
7860,8093,6355
4635,829,8105
1859,5809,5914
5561,3592,3028
6250,2021,3023
9304,1892,9489
3421,8947,1825
432,2835,7864
87,9943,176
5217,8991,7504
336,4824,328
5015,8178,802
6661,9925,2920
4201,4497,806
9863,3892,9219
9369,9102,1413
3996,1316,356
3663,5405,465
3050,3569,9014
1384,5183,8579
313,2298,6530
1869,8557,5448
5570,8351,4047
2510,4034,2496
8210,5120,7320
1222,743,8191
6756,9470,8776
6695,2190,1529
9694,792,4360
8020,9186,6303
9955,9490,8768
5425,9469,3656
2568,9028,7159
4996,3631,5865
4453,8635,4386
2777,4751,2126
7226,1355,1813
3752,4747,7504
6783,3223,8054
2252,6386,9188
2767,7360,8190
3728,9416,8872
4644,1453,8332
6878,7365,167
4729,6698,8838
4189,4532,1095
912,3520,5584
2162,275,9767
3033,7521,7995
6251,379,5438
4874,758,2736
447,149,6515
7302,6340,4347
8114,1790,1452
2192,8363,3473
1219,8488,1004
1613,9612,126
3328,1757,8727
5636,5022,8567
2576,2661,6651
1871,4580,246
5133,4073,3760
1756,7102,3580
4504,8135,7081
2689,6016,8379
9044,6747,8187
9951,6905,8960
797,350,211
3301,7519,9019
258,5801,3951
9266,5419,7720
7841,3610,9950
575,2823,726
9973,4623,5160
9050,4887,9386
4799,2331,6070
7515,8211,7551
6651,8434,1263
1060,4459,7885
7053,4109,6838
3458,7827,1638
8109,9944,3050
3016,1677,2390
6935,1544,7308
4419,8569,3658
4367,2653,7118
2404,4613,1477
1553,7885,52
2919,8020,9828
8366,2215,7909
6796,4015,3799
7041,4341,4582
4725,1874,8006
8254,1761,1702
4758,5352,1836
8494,7707,550
3149,7695,26
5734,8637,8536
2700,3577,3474
8081,4257,4111
4984,204,4206
5185,5515,8875
514,7451,2850
9422,3575,2340
4213,1094,8644
5691,1055,2907
6543,9024,5198
1911,2416,316
9975,1965,1984
9949,6359,7689
2608,7474,1189
4806,1959,8480
7491,1526,5747
2431,7938,7569
5136,6436,645
9245,4374,7739
3470,1109,5756
4272,8693,762
5899,1482,6199
6883,1790,4053
3771,9234,9781
5419,2352,5397
5401,2703,2546
9301,4522,7397
2251,1135,7364
8609,4742,8125
8143,4235,8862
32,5622,7787
134,8171,4463
5558,7954,9503
2265,2245,3506
2511,4692,4095
702,9007,7322
4083,9341,6622
9052,1588,9328
6845,3223,7264
6827,4011,5733
1599,8164,9662
4831,613,4500
5184,3504,4211
1882,772,4069
5265,9631,8259
8417,9760,3028
88,6797,1887
6023,9684,3388
1613,9877,8782
3229,9349,4921
9963,7802,8843
3730,4134,3565
1201,2483,3804
4226,1494,9780
1814,4999,9964
7622,4036,4799
7428,3892,227
6406,3912,6629
7866,9920,4917
8829,8391,1243
6659,5763,4257
1266,9443,7438
6393,1251,404
1512,4066,5928
8417,3733,4954
6753,8283,3084
5188,2515,5134
3940,6132,7882
9202,2874,3878
1146,7345,3886
9211,8611,1935
4926,3889,339
1771,5466,301
9077,1777,4711
6296,8135,7834
7039,259,6505
3281,4117,7353
1617,1330,6742
8528,6940,2273
8699,682,4783
4499,3467,8862
8620,9405,5950
9566,4719,6136
6316,3734,6376
1726,7299,112
5075,7924,183
6726,6851,6883
3620,277,8701
5332,4256,5802
2080,3752,1963
9996,8611,2625
3320,9413,2807
657,4917,6718
3803,4029,4694
7222,815,8605
8225,3215,6352
2211,6242,4390
4081,6565,5246
461,6555,3464
7300,7622,8923
1579,6191,5806
1481,2462,6313
8643,4890,8478
9594,564,5211
7630,1214,1716
4222,6258,9236
1514,2801,7243
8626,1207,1321
2810,3878,9717
3374,6499,3704
1417,272,5920
1355,6629,3127
9790,7106,4157
1144,7912,4815
7331,3923,5983
8086,113,4105
979,1073,9843
2059,4224,8269
2622,6206,8215
8689,6193,9163
9144,8638,9894
3603,8281,9170
1973,7295,8134
5543,8518,1093
8933,7033,5888
8566,7908,2388
6163,1749,1137
5083,511,258
5478,1253,9423
9908,5600,1794
9429,6294,8122
3692,354,6984
7867,2025,1058
1110,9912,4924
1698,1013,4439
4171,3632,3594
6993,1675,7950
8581,6595,7623
9601,1674,2162
9664,7596,8000
9528,4078,2468
8066,2303,8949
7872,6068,8745
8179,3168,9520
698,757,902
3149,9058,2873
5621,7793,1435
9054,6981,9245
779,7048,2047
2615,5862,5456
8107,5237,7780
9064,8004,6965
6826,156,2037
3978,344,5188
6483,5024,7326
8982,2294,1520
1388,7416,6900
4223,5140,2371
924,3890,8894
4435,5404,3260
6984,5787,6912
5959,824,8805
632,3617,3872
